phase,sharpe,sharpe_se,max_drawdown,hit_rate,total_return
in_sample,0.8060165469336776,0.5662028786122921,-1.5535021409192604,0.3590935502614759,1.5537268543349683
out_of_sample,1.0405967500746267,0.8649051502115411,-1.580287021135549,0.4025641025641026,0.9023116192108478
