phase,sharpe,sharpe_se,max_drawdown,hit_rate,total_return,n_periods
in_sample,0.22373820540719228,0.5643785957861819,-1.466144129614694,0.37433671008200675,-0.19407704303584994,27502
out_of_sample,0.4240388703660779,0.8620900644635568,-0.45959528698941987,0.39144385026737966,0.12199620554025636,11787
