pair,asset_a,asset_b,window_start,window_end,stat,pvalue
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2021-12-01T19:27:00.000000,2021-12-31T18:27:00.000000,-2.4797301790717983,0.28808106410717904
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-01-03T00:27:00.000000,2022-02-01T23:27:00.000000,-3.999428714358854,0.007194786960391064
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-02-24T00:27:00.000000,2022-03-25T23:27:00.000000,-1.060664181932069,0.8907244411748327
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-04-04T20:27:00.000000,2022-05-04T19:27:00.000000,-2.913912028852267,0.13211231088497583
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-05-04T11:27:00.000000,2022-06-03T10:27:00.000000,-3.45563636038346,0.036536022264409454
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-07-04T04:27:00.000000,2022-08-03T03:27:00.000000,-2.6093868263883446,0.23306478553422677
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-07-28T16:27:00.000000,2022-08-27T15:27:00.000000,-2.9132551728204104,0.13229074432925775
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-08-03T06:27:00.000000,2022-09-02T05:27:00.000000,-2.3450502136687974,0.3513016158236048
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-08-17T12:27:00.000000,2022-09-16T11:27:00.000000,-3.2169228948813493,0.06714303786258924
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-08-20T09:27:00.000000,2022-09-19T08:27:00.000000,-2.6049295001496895,0.23484828333395208
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-08-25T02:27:00.000000,2022-09-24T01:27:00.000000,-2.6633900288921413,0.2130211449881551
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-09-19T15:27:00.000000,2022-10-19T14:27:00.000000,-1.5183822750657623,0.7540759522308439
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-09-27T00:27:00.000000,2022-10-26T23:27:00.000000,-1.6222124027116427,0.7114238528819258
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-12-16T17:27:00.000000,2023-01-15T16:27:00.000000,-0.9097301179984215,0.9186744468724837
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2022-12-21T19:27:00.000000,2023-01-20T18:27:00.000000,-2.3393491697280595,0.35409096941302065
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-01-19T04:27:00.000000,2023-02-18T03:27:00.000000,-1.5984935074728979,0.7215254331054537
