asset,adf_pvalue_level,adf_pvalue_diff,is_I1
SOL,0.30202647896336,0.0,true
BCH,0.41622411313654306,0.0,true
ADA,0.3747891905339521,0.0,true
XRP,0.6225419258828037,0.0,true
